date,state,rate
2021/4/16,Iowa,27.16
2021/4/17,Iowa,27.75
2021/4/18,Iowa,28.37
2021/4/19,Iowa,28.75
2021/4/20,Iowa,28.87
2021/4/21,Iowa,29.17
2021/4/22,Iowa,29.67
2021/4/23,Iowa,30.29
2021/4/24,Iowa,30.97
2021/4/25,Iowa,31.71
2021/4/26,Iowa,31.99
2021/4/27,Iowa,32.24
2021/4/28,Iowa,32.5
2021/4/29,Iowa,33.16
2021/4/30,Iowa,33.81
2021/5/1,Iowa,34.53
2021/1/12,Kansas,0.33
2021/1/13,Kansas,0.43
2021/1/14,Kansas,0.44
2021/1/15,Kansas,0.46
2021/1/16,Kansas,0.48
2021/1/17,Kansas,0.5
2021/1/18,Kansas,0.52
2021/1/19,Kansas,0.54
2021/1/20,Kansas,0.55
2021/1/21,Kansas,0.6
2021/1/22,Kansas,0.66
2021/1/23,Kansas,0.72
2021/1/24,Kansas,0.78
2021/1/25,Kansas,0.81
2021/1/26,Kansas,0.87
2021/1/27,Kansas,0.91
2021/1/28,Kansas,1.08
2021/1/29,Kansas,1.08
2021/1/30,Kansas,1.26
2021/1/31,Kansas,1.36
2021/2/1,Kansas,1.45
2021/2/2,Kansas,1.52
2021/2/3,Kansas,1.63
2021/2/4,Kansas,1.76
2021/2/5,Kansas,1.88
2021/2/6,Kansas,2.07
2021/2/7,Kansas,2.25
2021/2/8,Kansas,2.35
2021/2/9,Kansas,2.41
2021/2/10,Kansas,2.63
2021/2/11,Kansas,2.81
2021/2/12,Kansas,2.97
2021/2/13,Kansas,3.14
2021/2/14,Kansas,3.41
2021/2/15,Kansas,3.46
2021/2/16,Kansas,3.52
2021/2/17,Kansas,3.65
2021/2/18,Kansas,3.87
2021/2/19,Kansas,4.41
2021/2/20,Kansas,4.76
2021/2/21,Kansas,5.09
2021/2/22,Kansas,5.61
2021/2/23,Kansas,5.66
2021/2/24,Kansas,5.89
2021/2/25,Kansas,6.11
2021/2/26,Kansas,6.38
2021/2/27,Kansas,6.78
2021/2/28,Kansas,7.19
2021/3/1,Kansas,7.29
2021/3/2,Kansas,7.44
2021/3/3,Kansas,7.65
2021/3/4,Kansas,7.87
2021/3/5,Kansas,8.16
2021/3/6,Kansas,8.48
2021/3/7,Kansas,8.84
2021/3/8,Kansas,8.99
2021/3/9,Kansas,9.1
2021/3/10,Kansas,9.38
2021/3/11,Kansas,9.78
2021/3/12,Kansas,10.42
2021/3/13,Kansas,10.51
2021/3/14,Kansas,11.1
2021/3/15,Kansas,11.3
2021/3/16,Kansas,11.47
2021/3/17,Kansas,11.67
2021/3/18,Kansas,11.96
2021/3/19,Kansas,12.41
2021/3/20,Kansas,12.84
2021/3/21,Kansas,13.33
2021/3/22,Kansas,13.5
2021/3/23,Kansas,13.66
2021/3/24,Kansas,14.08
2021/3/25,Kansas,14.43
2021/3/26,Kansas,14.81
2021/3/27,Kansas,15.53
2021/3/28,Kansas,16.17
2021/3/29,Kansas,16.37
2021/3/30,Kansas,16.52
2021/3/31,Kansas,16.85
2021/4/1,Kansas,17.15
2021/4/2,Kansas,17.83
2021/4/3,Kansas,18.37
2021/4/4,Kansas,19.03
2021/4/5,Kansas,19.22
2021/4/6,Kansas,19.31
2021/4/7,Kansas,19.83
2021/4/8,Kansas,20.38
2021/4/9,Kansas,20.94
2021/4/10,Kansas,21.77
2021/4/11,Kansas,22.63
2021/4/12,Kansas,22.88
2021/4/13,Kansas,23.16
2021/4/14,Kansas,23.68
2021/4/15,Kansas,24.37
2021/4/16,Kansas,25.11
2021/4/17,Kansas,25.85
2021/4/18,Kansas,26.5
2021/4/19,Kansas,26.76
2021/4/20,Kansas,26.85
2021/4/21,Kansas,27.27
2021/4/22,Kansas,27.94
2021/4/23,Kansas,28.62
2021/4/24,Kansas,29.29
2021/4/25,Kansas,29.92
2021/4/26,Kansas,30.11
2021/4/27,Kansas,30.19
2021/4/28,Kansas,30.55
2021/4/29,Kansas,30.98
2021/4/30,Kansas,31.46
2021/5/1,Kansas,32.01
2021/1/12,Kentucky,0.14
2021/1/13,Kentucky,0.17
2021/1/14,Kentucky,0.2
2021/1/15,Kentucky,0.24
2021/1/16,Kentucky,0.25
2021/1/17,Kentucky,0.27
2021/1/18,Kentucky,0.28
2021/1/19,Kentucky,0.29
2021/1/20,Kentucky,0.31
2021/1/21,Kentucky,0.35
2021/1/22,Kentucky,0.51
2021/1/23,Kentucky,0.57
2021/1/24,Kentucky,0.66
2021/1/25,Kentucky,0.67
2021/1/26,Kentucky,0.69
2021/1/27,Kentucky,0.81
2021/1/28,Kentucky,0.97
2021/1/29,Kentucky,1.17
2021/1/30,Kentucky,1.33
2021/1/31,Kentucky,1.45
2021/2/1,Kentucky,1.48
2021/2/2,Kentucky,1.5
2021/2/3,Kentucky,1.64
2021/2/4,Kentucky,1.82
2021/2/5,Kentucky,2.1
2021/2/6,Kentucky,2.42
2021/2/7,Kentucky,2.75
2021/2/8,Kentucky,2.86
2021/2/9,Kentucky,2.91
2021/2/10,Kentucky,3.12
2021/2/11,Kentucky,3.39
2021/2/12,Kentucky,3.7
2021/2/13,Kentucky,3.86
2021/2/14,Kentucky,4.2
2021/2/15,Kentucky,4.32
2021/2/16,Kentucky,4.44
2021/2/17,Kentucky,4.52
2021/2/18,Kentucky,4.6
2021/2/19,Kentucky,5.11
2021/2/20,Kentucky,5.3
2021/2/21,Kentucky,5.68
2021/2/22,Kentucky,5.99
2021/2/23,Kentucky,6.14
2021/2/24,Kentucky,6.39
2021/2/25,Kentucky,6.74
2021/2/26,Kentucky,7.07
2021/2/27,Kentucky,7.37
2021/2/28,Kentucky,7.81
2021/3/1,Kentucky,8.03
2021/3/2,Kentucky,8.1
2021/3/3,Kentucky,8.28
2021/3/4,Kentucky,8.56
2021/3/5,Kentucky,8.9
2021/3/6,Kentucky,9.25
2021/3/7,Kentucky,9.64
2021/3/8,Kentucky,9.92
2021/3/9,Kentucky,10.03
2021/3/10,Kentucky,10.21
2021/3/11,Kentucky,10.46
2021/3/12,Kentucky,10.85
2021/3/13,Kentucky,11.59
2021/3/14,Kentucky,11.64
2021/3/15,Kentucky,11.98
2021/3/16,Kentucky,12.17
2021/3/17,Kentucky,12.52
2021/3/18,Kentucky,12.78
2021/3/19,Kentucky,13.19
2021/3/20,Kentucky,13.46
2021/3/21,Kentucky,13.83
2021/3/22,Kentucky,14.11
2021/3/23,Kentucky,14.23
2021/3/24,Kentucky,14.44
2021/3/25,Kentucky,14.81
2021/3/26,Kentucky,15.25
2021/3/27,Kentucky,15.84
2021/3/28,Kentucky,16.37
2021/3/29,Kentucky,16.85
2021/3/30,Kentucky,17.05
2021/3/31,Kentucky,17.35
2021/4/1,Kentucky,17.87
2021/4/2,Kentucky,18.52
2021/4/3,Kentucky,19.29
2021/4/4,Kentucky,19.88
2021/4/5,Kentucky,20.23
2021/4/6,Kentucky,20.3
2021/4/7,Kentucky,20.73
2021/4/8,Kentucky,21.34
2021/4/9,Kentucky,22.16
2021/4/10,Kentucky,23.01
2021/4/11,Kentucky,23.74
2021/4/12,Kentucky,24.01
2021/4/13,Kentucky,24.12
2021/4/14,Kentucky,24.87
2021/4/15,Kentucky,25.55
2021/4/16,Kentucky,26.24
2021/4/17,Kentucky,26.93
2021/4/18,Kentucky,27.58
2021/4/19,Kentucky,27.84
2021/4/20,Kentucky,27.97
2021/4/21,Kentucky,28.27
2021/4/22,Kentucky,28.75
2021/4/23,Kentucky,29.41
2021/4/24,Kentucky,29.91
2021/4/25,Kentucky,30.33
2021/4/26,Kentucky,30.57
2021/4/27,Kentucky,30.66
2021/4/28,Kentucky,30.97
2021/4/29,Kentucky,31.34
2021/4/30,Kentucky,31.81
2021/5/1,Kentucky,32.18
2021/1/12,Louisiana,0.39
2021/1/13,Louisiana,0.47
2021/1/14,Louisiana,0.56
2021/1/15,Louisiana,0.65
2021/1/16,Louisiana,0.67
2021/1/17,Louisiana,0.69
2021/1/18,Louisiana,0.71
2021/1/19,Louisiana,0.73
2021/1/20,Louisiana,0.75
2021/1/21,Louisiana,0.82
2021/1/22,Louisiana,0.87
2021/1/23,Louisiana,0.9
2021/1/24,Louisiana,0.91
2021/1/25,Louisiana,0.93
2021/1/26,Louisiana,0.93
2021/1/27,Louisiana,1.01
2021/1/28,Louisiana,1.11
2021/1/29,Louisiana,1.25
2021/1/30,Louisiana,1.4
2021/1/31,Louisiana,1.58
2021/2/1,Louisiana,1.85
2021/2/2,Louisiana,2.08
2021/2/3,Louisiana,2.24
2021/2/4,Louisiana,2.49
2021/2/5,Louisiana,2.83
2021/2/6,Louisiana,3.23
2021/2/7,Louisiana,3.6
2021/2/8,Louisiana,3.8
2021/2/9,Louisiana,3.87
2021/2/10,Louisiana,4.08
2021/2/11,Louisiana,4.08
2021/2/12,Louisiana,4.68
2021/2/13,Louisiana,5.01
2021/2/14,Louisiana,5.35
2021/2/15,Louisiana,5.42
2021/2/16,Louisiana,5.49
2021/2/17,Louisiana,5.56
2021/2/18,Louisiana,5.59
2021/2/19,Louisiana,6.13
2021/2/20,Louisiana,6.31
2021/2/21,Louisiana,6.4
2021/2/22,Louisiana,6.5
2021/2/23,Louisiana,6.55
2021/2/24,Louisiana,6.73
2021/2/25,Louisiana,7.01
2021/2/26,Louisiana,7.4
2021/2/27,Louisiana,7.78
2021/2/28,Louisiana,8.06
2021/3/1,Louisiana,8.17
2021/3/2,Louisiana,8.21
2021/3/3,Louisiana,8.38
2021/3/4,Louisiana,8.65
2021/3/5,Louisiana,9
2021/3/6,Louisiana,9.01
2021/3/7,Louisiana,9.03
2021/3/8,Louisiana,9.93
2021/3/9,Louisiana,10.01
2021/3/10,Louisiana,10.23
2021/3/11,Louisiana,10.49
2021/3/12,Louisiana,10.87
2021/3/13,Louisiana,11.63
2021/3/14,Louisiana,11.63
2021/3/15,Louisiana,11.83
2021/3/16,Louisiana,11.92
2021/3/17,Louisiana,12.12
2021/3/18,Louisiana,12.13
2021/3/19,Louisiana,12.66
2021/3/20,Louisiana,13.03
2021/3/21,Louisiana,13.35
2021/3/22,Louisiana,13.52
2021/3/23,Louisiana,13.58
2021/3/24,Louisiana,13.83
2021/3/25,Louisiana,14.1
2021/3/26,Louisiana,14.49
2021/3/27,Louisiana,14.97
2021/3/28,Louisiana,15.48
2021/3/29,Louisiana,15.81
2021/3/30,Louisiana,15.9
2021/3/31,Louisiana,16.32
2021/4/1,Louisiana,16.78
2021/4/2,Louisiana,17.32
2021/4/3,Louisiana,17.93
2021/4/4,Louisiana,18.21
2021/4/5,Louisiana,18.3
2021/4/6,Louisiana,18.4
2021/4/7,Louisiana,18.73
2021/4/8,Louisiana,19.22
2021/4/9,Louisiana,19.75
2021/4/10,Louisiana,20.3
2021/4/11,Louisiana,20.81
2021/4/12,Louisiana,21.06
2021/4/13,Louisiana,21.21
2021/4/14,Louisiana,21.32
2021/4/15,Louisiana,21.9
2021/4/16,Louisiana,22.39
2021/4/17,Louisiana,22.86
2021/4/18,Louisiana,23.3
2021/4/19,Louisiana,23.56
2021/4/20,Louisiana,23.72
2021/4/21,Louisiana,24.08
2021/4/22,Louisiana,24.52
2021/4/23,Louisiana,24.98
2021/4/24,Louisiana,25.39
2021/4/25,Louisiana,25.74
2021/4/26,Louisiana,25.92
2021/4/27,Louisiana,25.99
2021/4/28,Louisiana,26.28
2021/4/29,Louisiana,26.61
2021/4/30,Louisiana,26.62
2021/5/1,Louisiana,26.64
2021/1/12,Maine,0.34
2021/1/13,Maine,0.39
2021/1/14,Maine,0.5
2021/1/15,Maine,0.62
2021/1/16,Maine,0.65
2021/1/17,Maine,0.68
2021/1/18,Maine,0.71
2021/1/19,Maine,0.75
2021/1/20,Maine,0.79
2021/1/21,Maine,0.9
2021/1/22,Maine,1.11
2021/1/23,Maine,1.31
2021/1/24,Maine,1.42
2021/1/25,Maine,1.48
2021/1/26,Maine,1.5
2021/1/27,Maine,1.61
2021/1/28,Maine,1.85
2021/1/29,Maine,2.1
2021/1/30,Maine,2.31
2021/1/31,Maine,2.46
2021/2/1,Maine,2.55
2021/2/2,Maine,2.55
2021/2/3,Maine,2.55
2021/2/4,Maine,2.74
2021/2/5,Maine,2.87
2021/2/6,Maine,3.04
2021/2/7,Maine,3.31
2021/2/8,Maine,3.31
2021/2/9,Maine,3.55
2021/2/10,Maine,3.7
2021/2/11,Maine,3.7
2021/2/12,Maine,3.7
2021/2/13,Maine,3.7
2021/2/14,Maine,3.7
2021/2/15,Maine,4.24
2021/2/16,Maine,4.78
2021/2/17,Maine,4.9
2021/2/18,Maine,4.9
2021/2/19,Maine,5.64
2021/2/20,Maine,5.65
2021/2/21,Maine,5.66
2021/2/22,Maine,6.88
2021/2/23,Maine,6.95
2021/2/24,Maine,7.18
2021/2/25,Maine,7.19
2021/2/26,Maine,7.2
2021/2/27,Maine,8.06
2021/2/28,Maine,8.09
2021/3/1,Maine,8.1
2021/3/2,Maine,8.1
2021/3/3,Maine,8.11
2021/3/4,Maine,8.11
2021/3/5,Maine,9.53
2021/3/6,Maine,10.03
2021/3/7,Maine,10.06
2021/3/8,Maine,11.06
2021/3/9,Maine,11.32
2021/3/10,Maine,11.64
2021/3/11,Maine,11.71
2021/3/12,Maine,12.82
2021/3/13,Maine,12.86
2021/3/14,Maine,13.8
2021/3/15,Maine,14.17
2021/3/16,Maine,14.35
2021/3/17,Maine,14.36
2021/3/18,Maine,14.38
2021/3/19,Maine,15.25
2021/3/20,Maine,15.27
2021/3/21,Maine,15.28
2021/3/22,Maine,16.37
2021/3/23,Maine,16.49
2021/3/24,Maine,16.51
2021/3/25,Maine,17.2
2021/3/26,Maine,17.76
2021/3/27,Maine,18.42
2021/3/28,Maine,18.92
2021/3/29,Maine,19.29
2021/3/30,Maine,19.39
2021/3/31,Maine,19.69
2021/4/1,Maine,20.21
2021/4/2,Maine,21.08
2021/4/3,Maine,21.93
2021/4/4,Maine,22.92
2021/4/5,Maine,23.71
2021/4/6,Maine,23.78
2021/4/7,Maine,24.26
2021/4/8,Maine,25.06
2021/4/9,Maine,26.18
2021/4/10,Maine,27.42
2021/4/11,Maine,27.52
2021/4/12,Maine,27.66
2021/4/13,Maine,28.89
2021/4/14,Maine,30.12
2021/4/15,Maine,30.87
2021/4/16,Maine,31.53
2021/4/17,Maine,32.16
2021/4/18,Maine,32.26
2021/4/19,Maine,33.35
2021/4/20,Maine,33.59
2021/4/21,Maine,33.87
2021/4/22,Maine,34.57
2021/4/23,Maine,35.47
2021/4/24,Maine,36.16
2021/4/25,Maine,36.23
2021/4/26,Maine,36.29
2021/4/27,Maine,37.44
2021/4/28,Maine,37.96
2021/4/29,Maine,38.49
2021/4/30,Maine,39.33
2021/5/1,Maine,40.15
2021/1/12,Montana,0.55
2021/1/13,Montana,0.64
2021/1/14,Montana,0.7
2021/1/15,Montana,0.77
2021/1/16,Montana,0.78
2021/1/17,Montana,0.79
2021/1/18,Montana,0.8
2021/1/19,Montana,0.81
2021/1/20,Montana,0.85
2021/1/21,Montana,0.93
2021/1/22,Montana,1.11
2021/1/23,Montana,1.24
2021/1/24,Montana,1.32
2021/1/25,Montana,1.32
2021/1/26,Montana,1.33
2021/1/27,Montana,1.44
2021/1/28,Montana,1.7
2021/1/29,Montana,1.97
2021/1/30,Montana,2.23
2021/1/31,Montana,2.33
2021/2/1,Montana,2.38
2021/2/2,Montana,2.42
2021/2/3,Montana,2.46
2021/2/4,Montana,2.71
2021/2/5,Montana,2.88
2021/2/6,Montana,3.2
2021/2/7,Montana,3.39
2021/2/8,Montana,3.42
2021/2/9,Montana,3.45
2021/2/10,Montana,3.55
2021/2/11,Montana,3.72
2021/2/12,Montana,3.92
2021/2/13,Montana,4.2
2021/2/14,Montana,4.56
2021/2/15,Montana,4.63
2021/2/16,Montana,4.71
2021/2/17,Montana,4.8
2021/2/18,Montana,4.98
2021/2/19,Montana,5.86
2021/2/20,Montana,6.23
2021/2/21,Montana,6.63
2021/2/22,Montana,6.76
2021/2/23,Montana,6.84
2021/2/24,Montana,7.04
2021/2/25,Montana,7.31
2021/2/26,Montana,7.65
2021/2/27,Montana,8.16
2021/2/28,Montana,8.68
2021/3/1,Montana,8.77
2021/3/2,Montana,8.86
2021/3/3,Montana,9.08
2021/3/4,Montana,9.52
2021/3/5,Montana,10.04
2021/3/6,Montana,10.62
2021/3/7,Montana,11.24
2021/3/8,Montana,11.5
2021/3/9,Montana,11.57
2021/3/10,Montana,11.8
2021/3/11,Montana,12.26
2021/3/12,Montana,12.77
2021/3/13,Montana,13.42
2021/3/14,Montana,13.92
2021/3/15,Montana,14.12
2021/3/16,Montana,14.26
2021/3/17,Montana,14.43
2021/3/18,Montana,14.68
2021/3/19,Montana,15
2021/3/20,Montana,15.4
2021/3/21,Montana,15.74
2021/3/22,Montana,15.96
2021/3/23,Montana,15.96
2021/3/24,Montana,16.18
2021/3/25,Montana,16.47
2021/3/26,Montana,16.92
2021/3/27,Montana,17.41
2021/3/28,Montana,18.03
2021/3/29,Montana,18.22
2021/3/30,Montana,18.32
2021/3/31,Montana,19.19
2021/4/1,Montana,19.69
2021/4/2,Montana,20.15
2021/4/3,Montana,20.78
2021/4/4,Montana,21.42
2021/4/5,Montana,21.61
2021/4/6,Montana,21.65
2021/4/7,Montana,22.05
2021/4/8,Montana,22.54
2021/4/9,Montana,23.2
2021/4/10,Montana,23.89
2021/4/11,Montana,24.68
2021/4/12,Montana,24.91
2021/4/13,Montana,25.08
2021/4/14,Montana,25.23
2021/4/15,Montana,25.94
2021/4/16,Montana,26.48
2021/4/17,Montana,27.19
2021/4/18,Montana,27.24
2021/4/19,Montana,27.97
2021/4/20,Montana,28.1
2021/4/21,Montana,28.36
2021/4/22,Montana,28.72
2021/4/23,Montana,29.19
2021/4/24,Montana,29.85
2021/4/25,Montana,30.39
2021/4/26,Montana,30.55
2021/4/27,Montana,30.62
2021/4/28,Montana,30.99
2021/4/29,Montana,31.57
2021/4/30,Montana,32.02
2021/5/1,Montana,32.51
2021/1/12,Nebraska,0.44
2021/1/13,Nebraska,0.54
2021/1/14,Nebraska,0.6
2021/1/15,Nebraska,0.67
2021/1/16,Nebraska,0.68
2021/1/17,Nebraska,0.69
2021/1/18,Nebraska,0.7
2021/1/19,Nebraska,0.72
2021/1/20,Nebraska,0.75
2021/1/21,Nebraska,0.84
2021/1/22,Nebraska,0.93
2021/1/23,Nebraska,1.02
2021/1/24,Nebraska,1.15
2021/1/25,Nebraska,1.17
2021/1/26,Nebraska,1.19
2021/1/27,Nebraska,1.27
2021/1/28,Nebraska,1.67
2021/1/29,Nebraska,1.93
2021/1/30,Nebraska,2.12
2021/1/31,Nebraska,2.26
2021/2/1,Nebraska,2.36
2021/2/2,Nebraska,2.41
2021/2/3,Nebraska,2.53
2021/2/4,Nebraska,2.71
2021/2/5,Nebraska,2.86
2021/2/6,Nebraska,3.1
2021/2/7,Nebraska,3.41
2021/2/8,Nebraska,3.5
2021/2/9,Nebraska,3.52
2021/2/10,Nebraska,3.65
2021/2/11,Nebraska,3.81
2021/2/12,Nebraska,4.08
2021/2/13,Nebraska,4.33
2021/2/14,Nebraska,4.57
2021/2/15,Nebraska,4.61
2021/2/16,Nebraska,4.66
2021/2/17,Nebraska,4.76
2021/2/18,Nebraska,4.99
2021/2/19,Nebraska,5.72
2021/2/20,Nebraska,5.92
2021/2/21,Nebraska,6.02
2021/2/22,Nebraska,6.12
2021/2/23,Nebraska,6.34
2021/2/24,Nebraska,6.71
2021/2/25,Nebraska,7.05
2021/2/26,Nebraska,7.43
2021/2/27,Nebraska,7.47
2021/2/28,Nebraska,8.21
2021/3/1,Nebraska,8.26
2021/3/2,Nebraska,8.4
2021/3/3,Nebraska,8.69
2021/3/4,Nebraska,9.07
2021/3/5,Nebraska,9.57
2021/3/6,Nebraska,9.6
2021/3/7,Nebraska,10.03
2021/3/8,Nebraska,10.55
2021/3/9,Nebraska,10.82
2021/3/10,Nebraska,11.12
2021/3/11,Nebraska,11.71
2021/3/12,Nebraska,12.43
2021/3/13,Nebraska,12.79
2021/3/14,Nebraska,12.79
2021/3/15,Nebraska,12.99
2021/3/16,Nebraska,13.36
2021/3/17,Nebraska,13.74
2021/3/18,Nebraska,14.28
2021/3/19,Nebraska,14.8
2021/3/20,Nebraska,14.82
2021/3/21,Nebraska,15.02
2021/3/22,Nebraska,15.25
2021/3/23,Nebraska,15.4
2021/3/24,Nebraska,15.61
2021/3/25,Nebraska,15.96
2021/3/26,Nebraska,16.48
2021/3/27,Nebraska,16.51
2021/3/28,Nebraska,16.98
2021/3/29,Nebraska,17.43
2021/3/30,Nebraska,17.98
2021/3/31,Nebraska,18.71
2021/4/1,Nebraska,19.29
2021/4/2,Nebraska,19.88
2021/4/3,Nebraska,19.91
2021/4/4,Nebraska,20.41
2021/4/5,Nebraska,20.8
2021/4/6,Nebraska,21.12
2021/4/7,Nebraska,21.55
2021/4/8,Nebraska,22.03
2021/4/9,Nebraska,22.67
2021/4/10,Nebraska,22.71
2021/4/11,Nebraska,23.47
2021/4/12,Nebraska,23.88
2021/4/13,Nebraska,25.1
2021/4/14,Nebraska,25.69
2021/4/15,Nebraska,26.31
2021/4/16,Nebraska,27.13
2021/4/17,Nebraska,27.15
2021/4/18,Nebraska,27.53
2021/4/19,Nebraska,27.74
2021/4/20,Nebraska,28.23
2021/4/21,Nebraska,28.58
2021/4/22,Nebraska,29.35
2021/4/23,Nebraska,29.68
2021/4/24,Nebraska,29.91
2021/4/25,Nebraska,29.94
2021/4/26,Nebraska,31.21
2021/4/27,Nebraska,31.22
2021/4/28,Nebraska,31.88
2021/4/29,Nebraska,32.38
2021/4/30,Nebraska,32.39
2021/5/1,Nebraska,32.43
2021/1/12,Nevada,0.28
2021/1/13,Nevada,0.28
2021/1/14,Nevada,0.39
2021/1/15,Nevada,0.5
2021/1/16,Nevada,0.51
2021/1/17,Nevada,0.52
2021/1/18,Nevada,0.53
2021/1/19,Nevada,0.54
2021/1/20,Nevada,0.56
2021/1/21,Nevada,0.63
2021/1/22,Nevada,0.66
2021/1/23,Nevada,0.68
2021/1/24,Nevada,0.72
2021/1/25,Nevada,0.72
2021/1/26,Nevada,0.73
2021/1/27,Nevada,0.77
2021/1/28,Nevada,0.85
2021/1/29,Nevada,0.95
2021/1/30,Nevada,1.03
2021/1/31,Nevada,1.1
2021/2/1,Nevada,1.15
2021/2/2,Nevada,1.22
2021/2/3,Nevada,1.34
2021/2/4,Nevada,1.48
2021/2/5,Nevada,1.62
2021/2/6,Nevada,1.83
2021/2/7,Nevada,2.03
2021/2/8,Nevada,2.17
2021/2/9,Nevada,2.2
2021/2/10,Nevada,2.37
2021/2/11,Nevada,2.52
2021/2/12,Nevada,2.71
2021/2/13,Nevada,2.94
2021/2/14,Nevada,3.2
2021/2/15,Nevada,3.3
2021/2/16,Nevada,3.5
2021/2/17,Nevada,3.57
2021/2/18,Nevada,3.83
2021/2/19,Nevada,4.5
2021/2/20,Nevada,5.11
2021/2/21,Nevada,5.37
2021/2/22,Nevada,5.67
2021/2/23,Nevada,5.91
2021/2/24,Nevada,6.04
2021/2/25,Nevada,6.25
2021/2/26,Nevada,6.61
2021/2/27,Nevada,7.02
2021/2/28,Nevada,7.33
2021/3/1,Nevada,7.74
2021/3/2,Nevada,7.87
2021/3/3,Nevada,8.03
2021/3/4,Nevada,8.23
2021/3/5,Nevada,8.48
2021/3/6,Nevada,8.82
2021/3/7,Nevada,9.17
2021/3/8,Nevada,9.57
2021/3/9,Nevada,9.69
2021/3/10,Nevada,9.88
2021/3/11,Nevada,10.28
2021/3/12,Nevada,10.66
2021/3/13,Nevada,11.04
2021/3/14,Nevada,11.45
2021/3/15,Nevada,11.7
2021/3/16,Nevada,11.8
2021/3/17,Nevada,12.04
2021/3/18,Nevada,12.3
2021/3/19,Nevada,12.55
2021/3/20,Nevada,12.93
2021/3/21,Nevada,13.33
2021/3/22,Nevada,13.54
2021/3/23,Nevada,13.59
2021/3/24,Nevada,13.74
2021/3/25,Nevada,14.09
2021/3/26,Nevada,14.49
2021/3/27,Nevada,14.9
2021/3/28,Nevada,15.34
2021/3/29,Nevada,15.71
2021/3/30,Nevada,15.81
2021/3/31,Nevada,15.98
2021/4/1,Nevada,16.29
2021/4/2,Nevada,16.71
2021/4/3,Nevada,17.24
2021/4/4,Nevada,17.81
2021/4/5,Nevada,18.15
2021/4/6,Nevada,18.21
2021/4/7,Nevada,18.5
2021/4/8,Nevada,19.03
2021/4/9,Nevada,19.61
2021/4/10,Nevada,20.27
2021/4/11,Nevada,20.92
2021/4/12,Nevada,21.51
2021/4/13,Nevada,21.64
2021/4/14,Nevada,21.96
2021/4/15,Nevada,22.55
2021/4/16,Nevada,22.99
2021/4/17,Nevada,23.43
2021/4/18,Nevada,23.99
2021/4/19,Nevada,24.4
2021/4/20,Nevada,24.52
2021/4/21,Nevada,24.81
2021/4/22,Nevada,25.2
2021/4/23,Nevada,25.54
2021/4/24,Nevada,25.86
2021/4/25,Nevada,26.25
2021/4/26,Nevada,26.55
2021/4/27,Nevada,26.65
2021/4/28,Nevada,26.89
2021/4/29,Nevada,27.33
2021/4/30,Nevada,27.82
2021/5/1,Nevada,28.36
2021/1/12,New Hampshire,0
2021/1/13,New Hampshire,0
2021/1/14,New Hampshire,0.21
2021/1/15,New Hampshire,0.42
2021/1/16,New Hampshire,0.44
2021/1/17,New Hampshire,0.46
2021/1/18,New Hampshire,0.49
2021/1/19,New Hampshire,0.52
2021/1/20,New Hampshire,0.59
2021/1/21,New Hampshire,0.76
2021/1/22,New Hampshire,0.92
2021/1/23,New Hampshire,0.97
2021/1/24,New Hampshire,0.98
2021/1/25,New Hampshire,1.02
2021/1/26,New Hampshire,1.14
2021/1/27,New Hampshire,1.34
2021/1/28,New Hampshire,1.6
2021/1/29,New Hampshire,1.84
2021/1/30,New Hampshire,2.03
2021/1/31,New Hampshire,2.19
2021/2/1,New Hampshire,2.24
2021/2/2,New Hampshire,2.38
2021/2/3,New Hampshire,2.51
2021/2/4,New Hampshire,2.71
2021/2/5,New Hampshire,2.98
2021/2/6,New Hampshire,3.23
2021/2/7,New Hampshire,3.35
2021/2/8,New Hampshire,3.39
2021/2/9,New Hampshire,3.49
2021/2/10,New Hampshire,3.72
2021/2/11,New Hampshire,3.91
2021/2/12,New Hampshire,4.1
2021/2/13,New Hampshire,4.37
2021/2/14,New Hampshire,4.53
2021/2/15,New Hampshire,4.66
2021/2/16,New Hampshire,4.8
2021/2/17,New Hampshire,4.86
2021/2/18,New Hampshire,5.12
2021/2/19,New Hampshire,5.5
2021/2/20,New Hampshire,5.76
2021/2/21,New Hampshire,5.99
2021/2/22,New Hampshire,6.27
2021/2/23,New Hampshire,6.35
2021/2/24,New Hampshire,6.54
2021/2/25,New Hampshire,6.74
2021/2/26,New Hampshire,6.97
2021/2/27,New Hampshire,7.18
2021/2/28,New Hampshire,7.35
2021/3/1,New Hampshire,7.37
2021/3/2,New Hampshire,7.44
2021/3/3,New Hampshire,7.61
2021/3/4,New Hampshire,7.84
2021/3/5,New Hampshire,8.06
2021/3/6,New Hampshire,8.41
2021/3/7,New Hampshire,8.62
2021/3/8,New Hampshire,8.83
2021/3/9,New Hampshire,9.08
2021/3/10,New Hampshire,9.44
2021/3/11,New Hampshire,9.91
2021/3/12,New Hampshire,10.36
2021/3/13,New Hampshire,11.08
2021/3/14,New Hampshire,11.45
2021/3/15,New Hampshire,11.63
2021/3/16,New Hampshire,11.84
2021/3/17,New Hampshire,12
2021/3/18,New Hampshire,12.33
2021/3/19,New Hampshire,12.69
2021/3/20,New Hampshire,13.09
2021/3/21,New Hampshire,13.6
2021/3/22,New Hampshire,14.01
2021/3/23,New Hampshire,14.32
2021/3/24,New Hampshire,14.72
2021/3/25,New Hampshire,15.19
